 w1,w2,w3
 2869971, 1733445, 2128565
 2869634, 1732967, 2128587
 2870241, 1733420, 2128236
 2870206, 1732762, 2128595
 2869897, 1733735, 2128559
 2870336, 1732918, 2128404
 2870021, 1733375, 2128408
 2870778, 1733427, 2128401
 2870269, 1733771, 2128607
 2870154, 1733984, 2128276
 2869936, 1733472, 2128507
 2870461, 1732753, 2128317
 2869737, 1734038, 2128267
 2870087, 1732564, 2128528
 2870638, 1733037, 2128439
 2869663, 1733140, 2128507
 2870542, 1732470, 2128711
 2870314, 1733294, 2128363
 2869916, 1732824, 2128539
 2870256, 1732913, 2128295
 2870362, 1733184, 2128536
 2870273, 1733339, 2128445
 2870066, 1733301, 2128653
 2870315, 1732792, 2128657
 2870258, 1732727, 2128355
 2870467, 1733180, 2128441
 2870196, 1733262, 2128636
 2870939, 1733267, 2128506
 2870668, 1733421, 2128508
 2869898, 1733344, 2128350
 2870161, 1733131, 2128498
 2869620, 1732896, 2128432
 2871183, 1732979, 2128450
 2870224, 1733376, 2128741
 2870381, 1732995, 2128326
 2870375, 1733664, 2128485
 2869662, 1733468, 2128325
 2870813, 1733477, 2128523
 2869861, 1733228, 2128432
 2869901, 1732525, 2128611
 2871100, 1732654, 2128534
 2870418, 1732941, 2128849
 2870153, 1732513, 2128761
 2870556, 1733087, 2128953
 2870807, 1733244, 2128471
 2869572, 1732952, 2128778
 2869782, 1732703, 2128882
 2870073, 1733046, 2128553
 2869787, 1732804, 2128774
 2870223, 1733477, 2128641
 2869774, 1733833, 2128649
 2870137, 1733802, 2128487
 2869917, 1733147, 2128648
 2869929, 1733134, 2128603
 2870179, 1732922, 2128707
 2869794, 1733583, 2128792
 2870142, 1733784, 2129033
 2870468, 1733344, 2128854
 2869937, 1732912, 2128568
 2870040, 1733355, 2128331
 2870290, 1733317, 2128699
 2870246, 1733277, 2128834
 2869868, 1732810, 2128919
 2870447, 1733159, 2128445
 2870178, 1733175, 2128767
 2869840, 1733480, 2128811
 2870627, 1733301, 2128512
 2870011, 1733110, 2128915
 2870183, 1733328, 2128669
 2869913, 1733042, 2129016
 2870033, 1733150, 2128833
 2869788, 1733029, 2128698
 2870058, 1733103, 2128597
 2870147, 1732743, 2128860
 2870150, 1732868, 2128581
 2869738, 1733973, 2128835
 2870399, 1733050, 2128495
 2870609, 1732832, 2128539
 2870210, 1733452, 2128941
 2869420, 1733544, 2128479
 2869498, 1733242, 2128798
 2869872, 1733087, 2128619
 2869689, 1733412, 2128756
 2870099, 1733486, 2128882
 2870006, 1733211, 2128622
 2870627, 1733909, 2128604
 2870107, 1733714, 2128732
 2870293, 1733490, 2128761
 2869613, 1733254, 2128647
 2870267, 1733490, 2128840
 2869986, 1733189, 2128776
 2870533, 1733338, 2128640
 2870100, 1733758, 2128784
 2869695, 1732602, 2128770
 2870034, 1733572, 2128807
 2870258, 1733622, 2128644
 2870220, 1732462, 2128787
 2870318, 1733479, 2128599
 2869255, 1734757, 2128729
 2870204, 1734520, 2128702
 2867314, 1768739, 2131630
 2866755, 1771372, 2132321
 2866845, 1771212, 2132186
 2866737, 1770693, 2131930
 2865524, 1770495, 2132423
 2866532, 1770026, 2132258
 2866729, 1770690, 2132313
 2866291, 1770892, 2132646
 2866437, 1769980, 2132440
 2865816, 1770356, 2132192
 2865921, 1770341, 2132187
 2865691, 1770630, 2132335
 2866053, 1769538, 2132378
 2865687, 1770033, 2132384
 2865921, 1770903, 2132461
 2866172, 1771017, 2132307
 2866368, 1771172, 2132578
 2865970, 1770815, 2132194
 2866441, 1770145, 2132270
 2866182, 1771189, 2132502
 2866252, 1770878, 2132153
 2866799, 1770849, 2132428
 2866095, 1770671, 2132530
 2866410, 1770531, 2132648
 2865363, 1770501, 2132583
 2866243, 1770500, 2132421
 2866460, 1770434, 2132382
 2866185, 1770302, 2132361
 2865767, 1770517, 2132417
 2865572, 1770609, 2132463
 2865537, 1770729, 2132556
 2866258, 1770238, 2132518
 2865934, 1770413, 2132596
 2866474, 1769999, 2132208
 2865288, 1770800, 2132394
 2865655, 1770871, 2132633
 2865499, 1769715, 2132393
 2865924, 1770765, 2132484
 2865700, 1770564, 2132545
 2865989, 1770314, 2132397
 2866140, 1770650, 2132690
 2866227, 1770276, 2132542
 2865907, 1770229, 2132400
 2866425, 1771022, 2132683
 2866534, 1771296, 2132574
 2866294, 1770928, 2132627
 2866383, 1771414, 2132613
 2865478, 1771063, 2132597
 2865257, 1770444, 2132498
 2865964, 1770318, 2132788
 2866569, 1770872, 2132674
 2866347, 1770233, 2132500
 2865473, 1771098, 2132814
 2865554, 1770257, 2132702
 2865951, 1769962, 2132494
 2866475, 1770100, 2132611
 2865763, 1770365, 2132961
 2866704, 1770626, 2132775
 2866391, 1770507, 2133062
 2865656, 1770418, 2132564
 2866166, 1770831, 2132680
 2865697, 1770716, 2132742
 2865632, 1771098, 2132572
 2865480, 1771388, 2132445
 2865877, 1770663, 2132607
 2865738, 1770179, 2132462
 2866161, 1770976, 2132902
 2866035, 1770878, 2132814
 2866104, 1771084, 2132572
 2866003, 1770342, 2132730
 2866229, 1771023, 2132822
 2866496, 1770661, 2132701
 2866006, 1770900, 2132610
 2865573, 1769829, 2132380
 2865949, 1771652, 2132694
 2865375, 1771163, 2132418
 2865519, 1770672, 2132505
 2866103, 1770880, 2132609
 2865032, 1770222, 2132329
 2865817, 1769848, 2132402
 2865862, 1771166, 2132634
 2865587, 1770793, 2132754
 2865719, 1770661, 2132835
 2865528, 1771038, 2132644
 2865493, 1771153, 2132822
 2865837, 1770693, 2132838
 2866031, 1770384, 2132792
 2865580, 1771162, 2132619
 2865544, 1771112, 2132436
 2865550, 1770258, 2132593
 2866186, 1771046, 2132578
 2865918, 1770132, 2132736
 2865919, 1771132, 2132376
 2865216, 1770086, 2132563
 2865681, 1770631, 2132417
 2865500, 1770625, 2132638
 2865802, 1770201, 2132643
 2866046, 1771099, 2132556
 2865545, 1771156, 2132514
 2866545, 1770034, 2132482
 2865719, 1771076, 2132561
 2865704, 1769711, 2132527
 2865669, 1769502, 2132646
 2865961, 1770737, 2132473
 2865996, 1770930, 2132400
 2865109, 1770439, 2132401
 2865887, 1770991, 2132313
 2865406, 1770443, 2132625
 2865585, 1770841, 2132397
 2865828, 1770946, 2132419
 2866567, 1770265, 2132501
 2865215, 1770743, 2132667
 2865276, 1769694, 2132582
 2865608, 1770740, 2132571
 2866284, 1770563, 2132507
 2865466, 1770116, 2132591
 2866035, 1770572, 2132644
 2865636, 1770338, 2132467
 2865370, 1770330, 2132503
 2865328, 1769813, 2132396
 2866403, 1771559, 2132537
 2864932, 1770885, 2132491
 2866153, 1770259, 2132476
 2865310, 1770244, 2132461
 2865485, 1770515, 2132449
 2865738, 1770778, 2132545
 2865747, 1770740, 2132506
 2865757, 1771300, 2132322
 2865873, 1769773, 2132587
 2864864, 1770535, 2132502
 2866207, 1770339, 2132457
 2865978, 1770126, 2132604
 2865592, 1770369, 2132511
 2865358, 1770239, 2132212
 2865074, 1771114, 2132428
 2865744, 1770439, 2132250
 2865871, 1770870, 2132499
 2865226, 1770612, 2131996
 2865492, 1770801, 2132347
 2865503, 1770126, 2132407
 2865862, 1770972, 2132644
 2865520, 1770330, 2132741
 2865115, 1770708, 2132669
 2865590, 1770913, 2132562
 2865423, 1770491, 2132346
 2866089, 1769983, 2132501
 2864986, 1771228, 2132550
 2865950, 1770557, 2132441
 2865087, 1770840, 2132308
 2865186, 1770608, 2132398
 2866092, 1771211, 2132404
 2865372, 1770356, 2132513
 2865149, 1770605, 2132452
 2865481, 1770309, 2132233
 2865005, 1771091, 2132515
 2865599, 1769885, 2132485
 2866088, 1770940, 2132635
 2866056, 1770494, 2132564
 2865410, 1770649, 2132512
 2864697, 1771369, 2132715
 2865091, 1771959, 2132973
 2865249, 1771488, 2132906
 2865367, 1774666, 2132507
 2864786, 1774371, 2132842
 2865018, 1774824, 2132792
 2864946, 1774785, 2132518
 2865580, 1774384, 2132751
 2865456, 1774479, 2132646
 2865324, 1774565, 2132868
 2865047, 1774220, 2132388
 2864785, 1774702, 2132548
 2864881, 1774519, 2132859
 2864879, 1774953, 2132683
 2865673, 1774117, 2132777
 2865040, 1774416, 2132625
 2865502, 1773785, 2132792
 2864616, 1774169, 2132750
 2864585, 1774216, 2132691
 2864833, 1773897, 2132546
 2865174, 1775010, 2132797
 2864595, 1773859, 2132643
 2864455, 1774476, 2132621
 2865554, 1773425, 2132565
 2865169, 1774255, 2132704
 2864977, 1773767, 2132756
 2865015, 1773779, 2132680
 2865115, 1773932, 2132792
 2865058, 1774083, 2132737
 2864836, 1774649, 2132676
 2865207, 1773500, 2132815
 2864968, 1774660, 2132769
 2865313, 1774372, 2132578
 2865366, 1772995, 2132999
 2864816, 1774363, 2132560
 2865271, 1774771, 2132503
 2865043, 1774696, 2132581
 2865344, 1773475, 2132639
 2865280, 1774422, 2132737
 2865073, 1774088, 2132408
 2865472, 1774838, 2132631
 2865163, 1774062, 2132580
 2865497, 1774631, 2132539
 2865303, 1774217, 2133003
 2864908, 1774825, 2132902
 2865099, 1774272, 2132633
 2864720, 1773528, 2132782
 2864469, 1774905, 2132566
 2865180, 1773841, 2132772
 2864878, 1774927, 2132649
 2865109, 1773675, 2132714
 2865231, 1774130, 2132629
 2864959, 1774459, 2132381
 2864819, 1773697, 2132496
 2864011, 1774358, 2132718
 2865088, 1775048, 2132551
 2865161, 1774752, 2132926
 2865176, 1774687, 2132594
 2865240, 1773899, 2132490
 2864749, 1774686, 2132560
 2864608, 1774196, 2132951
 2865235, 1774510, 2132866
 2864809, 1774553, 2132999
 2864862, 1773821, 2132629
 2864062, 1774167, 2132247
 2864525, 1774648, 2132663
 2864239, 1774652, 2132399
 2865617, 1774485, 2132759
 2865586, 1774631, 2132539
 2864786, 1774682, 2132649
 2864518, 1775261, 2132569
 2865337, 1774614, 2132500
 2865042, 1774315, 2132995
 2865441, 1774000, 2132647
 2864412, 1774192, 2132712
 2864522, 1774227, 2132809
 2864389, 1774466, 2132778
 2864153, 1774062, 2132706
 2864870, 1774677, 2132529
 2865042, 1774969, 2132440
 2865065, 1774220, 2132990
 2864549, 1773923, 2132650
 2864707, 1774794, 2132656
 2865816, 1774292, 2132665
 2864662, 1775204, 2132810
 2864689, 1774894, 2132642
 2864577, 1773718, 2132667
 2864760, 1774119, 2132827
 2864568, 1774641, 2132812
 2864950, 1775031, 2132951
 2865008, 1774684, 2132606
 2865332, 1774268, 2132651
 2864729, 1774712, 2132575
 2864476, 1774218, 2132887
 2865211, 1775359, 2132565
 2864650, 1774838, 2132683
 2864522, 1774325, 2132718
 2864994, 1774357, 2132369
 2864198, 1774109, 2132535
 2864545, 1773989, 2132551
 2865361, 1774441, 2132764
 2864732, 1774804, 2132573
 2864360, 1774601, 2132677
 2865269, 1774542, 2132733
 2864965, 1774632, 2132878
 2864860, 1774944, 2132632
 2864888, 1774729, 2132925
 2865129, 1774102, 2132679
 2864763, 1774455, 2132685
 2864893, 1774725, 2132846
 2864753, 1775019, 2132778
 2865024, 1774306, 2132672
 2864827, 1774632, 2132705
 2864727, 1773940, 2132734
 2864967, 1774428, 2132733
 2865453, 1773688, 2132784
 2864992, 1774149, 2132483
 2864882, 1774947, 2132595
 2865044, 1773829, 2132522
 2864909, 1774915, 2132511
 2865262, 1774302, 2132556
 2864083, 1774156, 2132698
 2864514, 1774321, 2132735
 2865299, 1774185, 2132822
 2864070, 1773894, 2132713
 2864825, 1774594, 2132796
 2865121, 1774091, 2132675
 2864825, 1774804, 2132418
 2864503, 1774750, 2132569
 2864919, 1775625, 2132845
 2864949, 1774599, 2132629
 2865172, 1774851, 2132630
 2865046, 1774204, 2132604
 2864913, 1774363, 2132497
 2864324, 1774604, 2132822
 2864039, 1774778, 2132768
 2864389, 1774131, 2132343
 2865050, 1774336, 2132826
 2865262, 1774458, 2132668
 2864629, 1774755, 2132762
 2865470, 1774701, 2132555
 2865019, 1774725, 2132912
 2865071, 1775289, 2132671
 2864397, 1774627, 2132577
 2864987, 1774567, 2132698
 2864695, 1775039, 2132572
 2864240, 1775255, 2132712
 2865041, 1774347, 2132843
 2864573, 1773877, 2132649
 2864360, 1774381, 2132715
 2864799, 1774224, 2132805
 2864602, 1774634, 2132647
 2865110, 1774075, 2132542
 2864829, 1773739, 2132863
 2864730, 1775203, 2132806
 2864945, 1774423, 2132649
 2863803, 1774330, 2132781
 2864440, 1774751, 2132883
 2864834, 1774248, 2132887
 2864434, 1774267, 2132537
 2864459, 1774150, 2132781
 2864904, 1774110, 2132857
 2865268, 1774613, 2132836
 2864712, 1774487, 2132956
 2864565, 1773975, 2132634
 2863932, 1774524, 2132710
 2864396, 1774839, 2132917
 2864050, 1774440, 2132802
 2863774, 1774378, 2132960
 2864802, 1774635, 2132767
 2864658, 1774750, 2133005
 2864246, 1774694, 2132843
 2864157, 1774472, 2132654
 2864301, 1775085, 2132828
 2864594, 1774710, 2132873
 2864621, 1775272, 2132750
 2864315, 1774529, 2132768
 2864384, 1774337, 2132772
 2864566, 1774425, 2132822
 2864504, 1773736, 2132866
 2864841, 1774486, 2132818
 2864139, 1773964, 2132957
 2864747, 1774860, 2132694
 2865303, 1773716, 2132840
 2864992, 1774547, 2132633
 2864274, 1774825, 2133048
 2864742, 1774639, 2132888
 2864631, 1774956, 2132906
 2864761, 1774308, 2132778
 2864855, 1774585, 2132701
 2864475, 1774237, 2132907
 2864432, 1774599, 2132705
 2864590, 1773780, 2132834
 2863592, 1774748, 2132932
 2864514, 1774975, 2132991
 2864243, 1773976, 2132895
 2864500, 1774302, 2132899
 2864701, 1774436, 2132657
 2864429, 1774041, 2132679
 2865225, 1774540, 2132332
 2864606, 1773682, 2132880
 2864570, 1774765, 2132776
 2864219, 1774428, 2132768
 2864776, 1774452, 2132827
 2864584, 1774545, 2132685
 2865342, 1774484, 2132725
 2864649, 1774296, 2132882
 2864742, 1773780, 2132991
 2864501, 1774486, 2132724
 2864529, 1774601, 2132857
 2864648, 1774448, 2133094
 2863806, 1774373, 2132950
 2864647, 1774539, 2132853
 2864529, 1774443, 2132779
 2864791, 1774386, 2132720
 2864625, 1774253, 2132854
 2864519, 1774534, 2132929
 2864492, 1775021, 2133057
 2864002, 1774204, 2132817
 2864500, 1774062, 2133199
 2864608, 1774280, 2132923
 2865232, 1774501, 2133059
 2865139, 1774559, 2132961
 2864703, 1774371, 2133214
 2864990, 1773621, 2132909
 2864454, 1775059, 2132887
 2864403, 1774979, 2133131
 2864857, 1774391, 2132840
 2864065, 1774185, 2132977
 2864279, 1775027, 2132678
 2864376, 1774570, 2133151
 2863683, 1774659, 2133095
 2864401, 1774433, 2133121
 2864555, 1774265, 2133032
 2864847, 1774697, 2132821
 2864706, 1774270, 2132944
 2864538, 1774365, 2133018
 2864900, 1774569, 2132733
 2864626, 1774170, 2132882
 2864481, 1773735, 2132892
 2864483, 1774119, 2132778
 2864657, 1774605, 2132800
 2864255, 1775067, 2133025
 2865070, 1774483, 2132846
 2864316, 1774319, 2132873
 2864416, 1773623, 2132629
 2864627, 1774866, 2132824
 2864822, 1774734, 2132753
 2864205, 1773647, 2132805
 2864768, 1774184, 2132837
 2864592, 1774550, 2132922
 2864076, 1774960, 2133019
 2863977, 1774045, 2132782
 2864455, 1774716, 2132807
 2864534, 1774893, 2132934
 2864926, 1773977, 2132947
 2864528, 1774560, 2132828
 2864277, 1774014, 2132932
 2864533, 1774485, 2132785
 2864862, 1774534, 2132865
 2864392, 1774330, 2132896
 2865242, 1774222, 2132780
 2864641, 1774559, 2132945
 2865066, 1774501, 2132735
 2864821, 1774582, 2132935
 2864583, 1774447, 2133017
 2865294, 1775377, 2133028
 2864947, 1774526, 2132722
 2864135, 1774789, 2132955
 2864036, 1773915, 2132843
 2864604, 1774133, 2132601
 2864433, 1774539, 2132871
 2864342, 1775418, 2132911
 2865356, 1775499, 2133053
 2864740, 1775000, 2133034
 2864378, 1774018, 2132747
 2865050, 1774335, 2132717
 2864210, 1774473, 2132916
 2863800, 1774295, 2132768
 2864967, 1774418, 2132724
 2864427, 1774689, 2133076
 2864223, 1774758, 2132910
 2864857, 1774760, 2133157
 2863841, 1773961, 2133094
 2864514, 1775631, 2133050
 2864347, 1774871, 2132808
 2864256, 1774519, 2132785
 2864096, 1773779, 2133161
 2864952, 1775122, 2132933
 2864226, 1774089, 2133057
 2864266, 1774385, 2132636
 2864968, 1774636, 2133030
 2864942, 1774660, 2132973
 2864181, 1774804, 2132531
 2864074, 1774198, 2132898
 2864716, 1774522, 2132834
 2864485, 1775078, 2132843
 2864575, 1774671, 2132744
 2864091, 1774935, 2132921
 2864370, 1774453, 2133152
 2864036, 1774440, 2132741
 2864811, 1774292, 2132766
 2864443, 1774304, 2133104
 2864170, 1774171, 2132698
 2864751, 1774900, 2132586
 2864536, 1774571, 2132889
 2864119, 1774386, 2132924
 2864449, 1774649, 2133059
 2864388, 1774364, 2132798
 2864597, 1774309, 2132997
 2864412, 1774280, 2132651
 2864675, 1773658, 2132751
 2864749, 1774060, 2132979
 2864500, 1774482, 2132750
 2863948, 1774366, 2132908
 2864947, 1774035, 2132679
 2864240, 1774223, 2132771
 2864287, 1774492, 2132791
 2864221, 1774615, 2132863
 2864616, 1774634, 2132900
 2864145, 1773497, 2132757
 2864853, 1773973, 2132992
 2864685, 1774365, 2132541
 2864203, 1774057, 2132999
 2865055, 1774530, 2132980
 2864223, 1774140, 2132873
 2864006, 1773869, 2132988
 2864933, 1773961, 2133038
 2864627, 1773887, 2132723
 2864174, 1774244, 2132571
 2864623, 1774547, 2132639
 2864197, 1774284, 2133168
 2864573, 1775224, 2132903
 2865084, 1773705, 2133291
 2864802, 1774404, 2132900
 2864647, 1774596, 2132923
 2864553, 1774160, 2132656
 2863549, 1774344, 2133060
 2864736, 1774879, 2132686
 2863896, 1774381, 2133195
 2864505, 1774063, 2132757
 2864341, 1774679, 2133225
 2864163, 1774405, 2132950
 2864802, 1774912, 2133000
 2864501, 1774752, 2132757
 2864244, 1774535, 2132817
 2864646, 1773502, 2133153
 2864844, 1774032, 2132860
 2864672, 1774119, 2133135
 2864440, 1774364, 2132974
 2863927, 1774175, 2132930
 2864362, 1774171, 2132851
 2863729, 1774547, 2132953
 2864349, 1774499, 2132802
 2864495, 1774584, 2132807
 2864276, 1774723, 2132776
 2864053, 1774270, 2132649
 2865078, 1773966, 2133263
 2864333, 1774253, 2132983
 2864659, 1774751, 2133001
 2864138, 1774379, 2132786
 2864157, 1774604, 2132558
 2864025, 1775050, 2132839
 2863970, 1774599, 2133036
 2864447, 1774667, 2132983
 2864249, 1774772, 2132985
 2863927, 1774967, 2133006
 2864610, 1774867, 2132888
 2864260, 1774064, 2133075
 2864365, 1774315, 2132953
 2864213, 1774228, 2132922
 2864105, 1774802, 2132776
 2863836, 1773878, 2132807
 2864821, 1773898, 2132875
 2864000, 1775168, 2132847
 2864701, 1774459, 2133131
 2864484, 1774826, 2132874
 2864710, 1774863, 2133049
 2864289, 1774299, 2132770
 2864527, 1774373, 2132833
 2865261, 1774653, 2132980
 2864054, 1775169, 2133049
 2865150, 1775010, 2132643
 2864029, 1775301, 2132961
 2864248, 1774463, 2132881
 2864588, 1774547, 2132761
 2863990, 1774277, 2132938
 2864753, 1774130, 2132845
 2864210, 1773566, 2133071
 2864741, 1773789, 2132667
 2864646, 1774326, 2132556
 2864618, 1774751, 2133046
 2864187, 1774713, 2132985
 2864594, 1775334, 2132883
 2864380, 1774619, 2132862
 2864293, 1774658, 2132776
 2864357, 1774483, 2132897
 2863607, 1774590, 2132859
 2864297, 1774760, 2132792
 2863496, 1774069, 2132537
 2864614, 1774392, 2132983
 2864455, 1775053, 2133039
 2864198, 1774382, 2132896
 2865054, 1774163, 2132766
 2865117, 1774216, 2132618
 2864284, 1774545, 2132988
 2864673, 1774688, 2132981
 2864328, 1774384, 2132701
 2864299, 1774473, 2132706
 2864355, 1774231, 2132909
 2864625, 1775166, 2132676
 2864400, 1774520, 2132780
 2864754, 1775156, 2132701
 2864237, 1774198, 2132793
 2864242, 1774767, 2132847
 2864278, 1774767, 2132747
 2863815, 1773842, 2132726
 2864171, 1774716, 2132642
 2864505, 1774163, 2132745
 2864185, 1774600, 2132646
 2863689, 1774886, 2132620
 2864531, 1774636, 2132735
 2864337, 1775302, 2132901
 2864526, 1774584, 2132999
 2864222, 1774422, 2133104
 2864722, 1774678, 2132748
 2864301, 1774413, 2132744
 2864263, 1774993, 2132679
 2864006, 1774703, 2133009
 2863959, 1774620, 2132827
 2864228, 1774755, 2132982
 2864734, 1774639, 2132969
 2864461, 1774778, 2132750
 2864748, 1774904, 2132827
 2864569, 1774570, 2132911
 2864749, 1775009, 2132858
 2863691, 1774934, 2132698
 2864139, 1774600, 2133032
 2864831, 1773476, 2132862
 2864307, 1774345, 2132573
 2864869, 1774644, 2132628
 2864288, 1775159, 2132966
 2864588, 1774540, 2132984
 2864445, 1774966, 2133307
 2864681, 1774179, 2132952
 2863875, 1774876, 2133274
 2864355, 1775032, 2133155
 2863866, 1774195, 2132929
 2864583, 1774213, 2133153
 2863937, 1774052, 2133066
 2864638, 1774053, 2132935
 2864185, 1774454, 2132983
 2864305, 1774425, 2133061
 2864394, 1774199, 2133060
 2863357, 1774726, 2133217
 2863575, 1774657, 2133241
 2864601, 1774344, 2133134
 2863983, 1774098, 2132852
 2864272, -1, 2133065
 2864246, 1774131, 2133012
 2863946, 1775010, 2133081
 2864207, 1774475, 2133036
 2864600, 1774515, 2133075
 2864104, 1774192, 2133130
 2864142, 1774641, 2133183
 2864317, 1774503, 2132994
 2864178, 1775114, 2132854
 2864353, 1774432, 2132940
 2863962, 1773920, 2132990
 2864104, 1774783, 2132746
 2863877, 1774683, 2133317
 2864080, 1774826, 2132811
 2864574, 1774523, 2132892
 2863404, 1774889, 2133077
 2864051, 1774744, 2133084
 2864173, 1775218, 2132922
 2864632, 1774066, 2133094
 2863851, 1773926, 2132940
 2863780, 1774779, 2132886
 2863991, 1774082, 2133172
 2864531, 1774565, 2132870
 2864787, 1774344, 2133199
 2864111, 1774928, 2132900
 2864572, 1774956, 2132943
 2864222, 1774517, 2132705
 2864381, 1774449, 2132900
 2863580, 1774711, 2133069
 2863893, 1774321, 2133044
 2864338, 1774479, 2133085
 2864171, 1774931, 2133291
 2864214, 1774205, 2133168
 2864020, 1774743, 2133248
 2864259, 1774124, 2133112
 2863654, 1774000, 2132773
 2864326, 1774654, 2133022
 2863906, 1774734, 2133013
 2864472, 1774637, 2132954
 2864350, 1774660, 2133324
 2864362, 1774953, 2133088
 2864103, 1774764, 2133026
 2864379, 1774548, 2133021
 2864750, 1774868, 2133074
 2863978, 1774566, 2133255
 2863880, 1774331, 2133404
 2863798, 1775024, 2133127
 2864577, 1774720, 2132928
 2864427, 1774175, 2132910
 2864513, 1773803, 2132966
 2863613, 1773761, 2132852
 2864091, 1774848, 2132821
 2864247, 1773852, 2133072
 2863821, 1774263, 2132866
 2864221, 1774287, 2132915
 2864223, 1773976, 2133117
 2863546, 1774574, 2133188
 2864045, 1774495, 2133037
 2863840, 1775220, 2133322
 2864129, 1774489, 2132973
 2863274, 1774730, 2132876
 2864239, 1774410, 2132987
 2863441, 1775460, 2132877
 2863768, 1775582, 2133001
 2863556, 1773904, 2133020
 2863528, 1774887, 2133048
 2864154, 1773987, 2133181
 2863601, 1774333, 2132990
 2863699, 1775656, 2132922
 2863879, 1774551, 2133125
 2864074, 1775119, 2133032
 2864291, 1774724, 2133146
 2863996, 1774714, 2132941
 2864198, 1774819, 2132940
 2864202, 1774791, 2132983
 2863857, 1774365, 2132858
 2864356, 1774719, 2132869
 2864136, 1774429, 2132774
 2863823, 1774532, 2133271
 2863748, 1774882, 2132845
 2864013, 1774681, 2132962
 2864116, 1773914, 2133153
 2864954, 1773977, 2132830
 2864326, 1775127, 2133138
 2863841, 1774123, 2132979
 2864439, 1774235, 2133163
 2864170, 1775010, 2133262
 2864524, 1774133, 2132992
 2863950, 1774691, 2132949
 2863793, 1775056, 2132989
 2863859, 1774454, 2133198
 2864282, 1774420, 2133105
 2864073, 1774292, 2132906
 2864118, 1773664, 2132915
 2864313, 1775289, 2133288
 2863467, 1774563, 2133202
 2864106, 1774397, 2133379
 2864095, 1774620, 2133119
 2863924, 1774168, 2132935
 2864701, 1774699, 2132960
 2864421, 1774173, 2133027
 2863938, 1774434, 2132792
 2864049, 1774596, 2132781
 2863735, 1774620, 2132988
 2863989, 1774657, 2133053
 2864118, 1774306, 2133178
 2864519, 1774498, 2132936
 2863957, 1774906, 2133126
 2864270, 1774270, 2133097
 2864101, 1775098, 2132993
 2864154, 1774121, 2132870
 2864460, 1774566, 2133021
 2863153, 1774088, 2132899
 2863527, 1774906, 2133164
 2863566, 1773685, 2133120
 2863458, 1774564, 2133096
 2864006, 1774220, 2133156
 2864323, 1774360, 2132954
 2863981, 1774649, 2132881
 2863569, 1774909, 2132931
 2863891, 1774677, 2132994
 2863747, 1774871, 2133132
 2864548, 1774890, 2132828
 2864159, 1774366, 2132972
 2863363, 1775077, 2132982
 2864150, 1773990, 2132892
 2863843, 1774387, 2133047
 2864091, 1774712, 2133092
 2863573, 1774861, 2132650
 2863715, 1775004, 2132556
 2864553, 1774742, 2133001
 2864610, 1774091, 2132851
 2864128, 1774652, 2132840
 2863852, 1774647, 2132786
 2864375, 1802239, 2132887
 2863599, 1774492, 2133213
 2863708, 1774652, 2133279
 2863827, 1774460, 2132813
 2863793, 1774709, 2133066
 2863846, 1774690, 2132888
 2864634, 1774832, 2133511
 2864002, 1774358, 2133335
 2864026, 1774982, 2132916
 2864264, 1775448, 2133342
 2863873, 1775191, 2133269
 2863935, 1775139, 2133159
 2864539, 1774311, 2133071
 2864015, 1774656, 2133219
 2864299, 1774377, 2133064
 2864018, 1774380, 2133130
 2864290, 1774318, 2132876
 2863984, 1773763, 2132696
 2864093, 1774860, 2133055
 2863947, 1774835, 2133135
 2863725, 1774866, 2132958
 2864308, 1774264, 2133273
 2864652, 1773300, 2133209
 2864333, 1774714, 2133194
 2864197, 1774929, 2133282
 2864228, 1774250, 2132892
 2863597, 1774546, 2133320
 2864287, 1773919, 2133022
 2863731, 1775013, 2132894
 2864440, 1774918, 2133010
 2864218, 1775292, 2133084
 2863957, 1774215, 2133180
 2863531, 1774849, 2133109
 2864258, 1775083, 2133000
 2864207, 1773443, 2133160
 2863963, 1774882, 2133221
 2864051, 1774989, 2132791
 2863704, 1775059, 2133263
 2864656, 1774505, 2132956
 2863932, 1774559, 2133189
 2863590, 1774515, 2133161
 2863249, 1774175, 2132921
 2863924, 1774416, 2133187
 2863850, 1774337, 2132748
 2864022, 1775018, 2133011
 2864087, 1774221, 2132861
 2863763, 1774596, 2133014
 2864115, 1774401, 2133272
 2863872, 1774771, 2133334
 2863641, 1774921, 2133035
 2864146, 1774575, 2132773
 2863916, 1775662, 2132926
 2864171, 1775297, 2133129
 2863782, 1774811, 2133010
 2863770, 1774933, 2132994
 2863575, 1774645, 2133163
 2863715, 1774939, 2133224
 2864779, 1773811, 2132887
 2863956, 1774874, 2133140
 2863360, 1773481, 2133163
 2863779, 1775076, 2133159
 2864204, 1774729, 2133070
 2864181, 1774622, 2133243
 2863958, 1774591, 2133118
 2863320, 1774657, 2133297
 2864033, 1775260, 2132947
 2863458, 1774989, 2133158
 2863288, 1774803, 2133079
 2863071, 1774357, 2133148
 2863897, 1774438, 2133146
 2864043, 1774179, 2133196
 2863870, 1774433, 2133487
 2863529, 1774546, 2133325
 2863932, 1774625, 2133134
 2863725, 1774135, 2132926
 2864087, 1774583, 2132966
 2863982, 1774261, 2133150
 2864225, 1774687, 2133022
 2863593, 1773299, 2133176
 2864136, 1774573, 2133187
 2863787, 1774421, 2133010
